officename,pincode,Deliverystatus,Taluk,Districtname,statename
Kairana S.O,247774,Delivery,Kairana,Muzaffarnagar,UTTAR PRADESH
Muzaffar Nagar City S.O,251002,Delivery,Muzaffarnagar,Muzaffarnagar,UTTAR PRADESH
Muzaffarnagar H.O,251001,Delivery,Muzaffarnagar,Muzaffarnagar,UTTAR PRADESH
Alipur Kheri S.O,251301,Delivery,Muzaffarnagar,Muzaffarnagar,UTTAR PRADESH
Jhinjhana S.O,247773,Delivery,Kairana,Muzaffarnagar,UTTAR PRADESH
Shahpur (Muzaffarnagar) S.O,251318,Delivery,Budhana,Muzaffarnagar,UTTAR PRADESH
Budhana S.O,251309,Delivery,Budhana,Muzaffarnagar,UTTAR PRADESH
Charthawal S.O,251311,Delivery,Muzaffarnagar,Muzaffarnagar,UTTAR PRADESH
Kandhala S.O,247775,Delivery,Budhana,Muzaffarnagar,UTTAR PRADESH
Rohana Mills S.O,251202,Delivery,Muzaffarnagar,Muzaffarnagar,UTTAR PRADESH
Ailum S.O,247771,Delivery,Muzaffarnagar,Muzaffarnagar,UTTAR PRADESH
Babri S.O,251305,Delivery,Kairana,Muzaffarnagar,UTTAR PRADESH
Basera S.O,251310,Delivery,Muzaffarnagar,Muzaffarnagar,UTTAR PRADESH
Industrial Estate S.O (Muzaffarnagar),251003,Delivery,Muzaffarnagar,Muzaffarnagar,UTTAR PRADESH
Miranpur S.O,251315,Delivery,Jansath,Muzaffarnagar,UTTAR PRADESH
Baghra S.O (Muzaffarnagar),251306,Delivery,Muzaffarnagar,Muzaffarnagar,UTTAR PRADESH
Barla S.O,251307,Delivery,Muzaffarnagar,Muzaffarnagar,UTTAR PRADESH
Purkazi S.O,251327,Delivery,Muzaffarnagar,Muzaffarnagar,UTTAR PRADESH
Sisauli S.O,251319,Delivery,Shamli,Muzaffarnagar,UTTAR PRADESH
Behat S.O (Saharanpur),247121,Delivery,Behat,Saharanpur,UTTAR PRADESH
Deoband S.O,247554,Delivery,Deoband,Saharanpur,UTTAR PRADESH
Gangoh S.O,247341,Delivery,Gangoh,Saharanpur,UTTAR PRADESH
Chilkana S.O,247231,Delivery,Sarsawa,Saharanpur,UTTAR PRADESH
Nanauta S.O,247452,Delivery,Nanauta,Saharanpur,UTTAR PRADESH
Rampur S.O (Saharanpur),247451,Delivery,Deoband,Saharanpur,UTTAR PRADESH
Ambehta S.O,247340,Delivery,Nakur,Saharanpur,UTTAR PRADESH
Babail Buzurg S.O,247120,Delivery,Muzaffarabad,Saharanpur,UTTAR PRADESH
Muzaffrabad S.O,247129,Delivery,Muzaffrabad,Saharanpur,UTTAR PRADESH
Nakur S.O,247342,Delivery,Nakur,Saharanpur,UTTAR PRADESH
Titron S.O,247343,Delivery,Nakur,Saharanpur,UTTAR PRADESH
Gagalheri S.O,247669,Delivery,Punwarka,Saharanpur,UTTAR PRADESH
Chutmalpur S.O,247662,Delivery,Muzaffrabad,Saharanpur,UTTAR PRADESH
Jaroda Panda S.O,247453,Delivery,Nanauta,Saharanpur,UTTAR PRADESH
Nagal S.O (Saharanpur),247551,Delivery,Nagal,Saharanpur,UTTAR PRADESH
Ptc S.O,247002,Delivery,Saharanpur,Saharanpur,UTTAR PRADESH
Sarsawa S.O,247232,Delivery,Nakur,Saharanpur,UTTAR PRADESH
Badshahi Bagh S.O,247122,Delivery,S.qudeem,Saharanpur,UTTAR PRADESH
Saharanpur H.O,247001,Delivery,Saharanpur,Saharanpur,UTTAR PRADESH
Powayan S.O,242401,Delivery,Powayan,Shahjahanpur,UTTAR PRADESH
Jograjpur S.O,242123,Delivery,Powayan,Shahjahanpur,UTTAR PRADESH
Khudaganj S.O,242305,Delivery,Tilhar,Shahjahanpur,UTTAR PRADESH
Rosa S.O,242406,Delivery,Shahjahanpur,Shahjahanpur,UTTAR PRADESH
Tilhar S.O,242307,Delivery,Tilhar,Shahjahanpur,UTTAR PRADESH
Allaganj S.O,242220,Delivery,Jalalabad,Shahjahanpur,UTTAR PRADESH
Nigohi S.O,242407,Delivery,Tilhar,Shahjahanpur,UTTAR PRADESH
Shahjahanpur H.O,242001,Delivery,Shahjahanpur,Shahjahanpur,UTTAR PRADESH
Kant S.O,242223,Delivery,Sadar,Shahjahanpur,UTTAR PRADESH
Khera Bajhera S.O,242303,Delivery,Tilhar,Shahjahanpur,UTTAR PRADESH
M Ashram S.O,242226,Delivery,Shahjahanpur,Shahjahanpur,UTTAR PRADESH
Rosa RS S.O,242306,Delivery,Shahjahanpur,Shahjahanpur,UTTAR PRADESH
Miranpur Katra S.O,242301,Delivery,Tilhar,Shahjahanpur,UTTAR PRADESH
Banda S.O (Shahjahanpur),242042,Delivery,Powayan,Shahjahanpur,UTTAR PRADESH
Jalalabad S.O (Shahjahanpur),242221,Delivery,Jalalabad,Shahjahanpur,UTTAR PRADESH
Khutar S.O,242405,Delivery,Tilhar,Shahjahanpur,UTTAR PRADESH
R B Kalan S.O,242127,Delivery,Jalalabad,Shahjahanpur,UTTAR PRADESH
Bhopaura S.O,275302,Delivery,Ghosi,Mau,UTTAR PRADESH
Jahana Ganj S.O,276131,Delivery,Sadar,Azamgarh,UTTAR PRADESH
Jamal Mirja Pur S.O,275105,Delivery,Maunath Bhanjan,Mau,UTTAR PRADESH
Kopa Ganj S.O,275305,Delivery,Ghosi,Mau,UTTAR PRADESH
Kushmaur S.O,275103,Delivery,Mau,Mau,UTTAR PRADESH
Maryad Pur. S.O,221602,Delivery,Madhu Ban,Mau,UTTAR PRADESH
Sagari S.O,276138,Delivery,Sagari,Azamgarh,UTTAR PRADESH
Semari Jamal Pur S.O,275307,Delivery,Ghosi,Mau,UTTAR PRADESH
Gambhirpur S.O,276302,Delivery,Mehnagar ,Azamgarh,UTTAR PRADESH
Koilsa S.O,276142,Delivery,Budhan Pur,Azamgarh,UTTAR PRADESH
Pawai S.O (Azamgarh),276288,Delivery,Phool Pur,Azamgarh,UTTAR PRADESH
Pushpnagar S.O,223226,Delivery,Phul Pur,Azamgarh,UTTAR PRADESH
Rani Ki Sarai S.O,276207,Delivery,Azamgarh ,Azamgarh,UTTAR PRADESH
Tarawa S.O,276123,Delivery,Lal Ganj,Azamgarh,UTTAR PRADESH
Amila S.O,275301,Delivery,Ghosi,Mau,UTTAR PRADESH
Bankat S.O,276125,Delivery,Sagari,Azamgarh,UTTAR PRADESH
Chandesar S.O,276128,Delivery,Sadar,Azamgarh,UTTAR PRADESH
Didarganj S.O,223224,Delivery,Phool Pur,Azamgarh,UTTAR PRADESH
Koiria Par S.O,275306,Delivery,Burhanpur,Azamgarh,UTTAR PRADESH
Lat Ghat S.O,276136,Delivery,Sagari,Azamgarh,UTTAR PRADESH
Bansgaon S.O (Azamgarh),276126,Delivery,Meh Nagar,Azamgarh,UTTAR PRADESH
Dubari S.O,221601,Delivery,Madhuban,Mau,UTTAR PRADESH
Jiyanpur S.O,276140,Delivery,Burhanpur,Azamgarh,UTTAR PRADESH
Mubarak Pur S.O,276404,Delivery,Sadar,Azamgarh,UTTAR PRADESH
Sardaha S.O,276139,Delivery,Sagari,Azamgarh,UTTAR PRADESH
Bardah S.O,276301,Delivery,Lalganj,Azamgarh,UTTAR PRADESH
Haldharpur S.O,221705,Delivery,Sadar,Mau,UTTAR PRADESH
Kandhara Pur S.O,276135,Delivery,Sadar,Azamgarh,UTTAR PRADESH
Madhu Ban S.O,221603,Delivery,Madhu Ban,Mau,UTTAR PRADESH
Mau H.O,275101,Delivery,Sadar,Mau,UTTAR PRADESH
Mohammad Pur S.O,276205,Delivery,Burhanpur,Azamgarh,UTTAR PRADESH
Mohammadabad Gohna S.O,276403,Delivery,Mohammadabad,Mau,UTTAR PRADESH
Sanjar Pur S.O,223227,Delivery,Nizamabad,Azamgarh,UTTAR PRADESH
Thekma S.O,276303,Delivery,Lal Ganj,Azamgarh,UTTAR PRADESH
Tika Pur S.O,276208,Delivery,Azamgarh ,Azamgarh,UTTAR PRADESH
Aharaula S.O,223221,Delivery,Budanpur,Azamgarh,UTTAR PRADESH
Ambari S.O,223222,Delivery,Phulpur ,Azamgarh,UTTAR PRADESH
Ataraulia S.O,223223,Delivery,Budan Pur,Azamgarh,UTTAR PRADESH
Azamgarh H.O,276001,Delivery,Sadar,Azamgarh,UTTAR PRADESH
Chiraia Kot S.O,276129,Delivery,Mohammada Bad Gohana,Mau,UTTAR PRADESH
Ghosi S.O (Mau),275304,Delivery,Ghosi,Mau,UTTAR PRADESH
Indara S.O,275102,Delivery,Sadar,Mau,UTTAR PRADESH
Mahul S.O,223225,Delivery,Burhanpur,Azamgarh,UTTAR PRADESH
Ratan Pura S.O,221706,Delivery,Sadar,Mau,UTTAR PRADESH
Saraimeer S.O,276305,Delivery,Nizamabad,Azamgarh,UTTAR PRADESH
Ajamat Garh Estate S.O,276124,Delivery,Sagari,Azamgarh,UTTAR PRADESH
Bazar Gosain S.O,276127,Delivery,Azamgarh ,Azamgarh,UTTAR PRADESH
Bilaria Ganj S.O,276121,Delivery,Sagari,Azamgarh,UTTAR PRADESH
Karaha S.O,276402,Delivery,Mohammadabad Gohan,Mau,UTTAR PRADESH
Lal Ganj (Azamgarh) S.O,276202,Delivery,Lal Ganj,Azamgarh,UTTAR PRADESH
Mehanazpur S.O,276203,Delivery,Lalganj,Azamgarh,UTTAR PRADESH
Rauna Par S.O,276122,Delivery,Sagari,Azamgarh,UTTAR PRADESH
Sathion S.O,276406,Delivery,Lalganj,Azamgarh,UTTAR PRADESH
Suraj Pur S.O,276306,Delivery,Azamgarh ,Azamgarh,UTTAR PRADESH
Terahi S.O,276141,Delivery,Azamgarh ,Azamgarh,UTTAR PRADESH
Walid Pur S.O,276405,Delivery,Mohammadabad Gohana,Mau,UTTAR PRADESH
Dev Gaon S.O,276201,Delivery,Lal Ganj,Azamgarh,UTTAR PRADESH
Dohari  Ghat S.O,275303,Delivery,Ghosi,Mau,UTTAR PRADESH
Maharaj Ganj S.O,276137,Delivery,Azamgarh ,Azamgarh,UTTAR PRADESH
Mehnagar S.O,276204,Delivery,Mehnagar,Azamgarh,UTTAR PRADESH
Mittupur S.O,276143,Delivery,Burhanpur,Azamgarh,UTTAR PRADESH
Nizamabad S.O,276206,Delivery,Nizamabad,Azamgarh,UTTAR PRADESH
Phool Pur S.O,276304,Delivery,Phool Pur,Azamgarh,UTTAR PRADESH
Girijapuri Coloney S.O,271841,Delivery,Nanpara ,Bahraich,UTTAR PRADESH
Laxman Nagar Bazar S.O,271804,Delivery,Ikauna,Shrawasti,UTTAR PRADESH
Payagpur S.O,271871,Delivery,Bahraich,Bahraich,UTTAR PRADESH
Bahraich H.O,271801,Delivery,Bahraich,Bahraich,UTTAR PRADESH
Ikauna S.O,271845,Delivery,Ikauna,Bahraich,UTTAR PRADESH
Jarwal S.O,271904,Delivery,Kaiserganj,Bahraich,UTTAR PRADESH
Matera RS S.O,271882,Delivery,Nanpara ,Bahraich,UTTAR PRADESH
Shravasti S.O,271805,Delivery,Ikauna,Shrawasti,UTTAR PRADESH
Rupaidiha S.O,271881,Delivery,Nanpara ,Bahraich,UTTAR PRADESH
Huzoorpur S.O,271872,Delivery,Kaiserganj,Bahraich,UTTAR PRADESH
Jarwal Road S.O,271901,Delivery,Kaiserganj,Bahraich,UTTAR PRADESH
Patna Malhipur S.O,271803,Delivery,Bhinga,Shrawasti,UTTAR PRADESH
Shivpur S.O (Bahraich),271830,Delivery,Nanpara,Bahraich,UTTAR PRADESH
Sirsia S.O,271840,Delivery,Bhinga,Shrawasti,UTTAR PRADESH
Bhinga S.O,271831,Delivery,Bhinga,Shrawasti,UTTAR PRADESH
Chilwaria S.O,271870,Delivery,Bahraich,Bahraich,UTTAR PRADESH
Kharighat S.O,271851,Delivery,Mahasi,Bahraich,UTTAR PRADESH
Mahasi Tahsil S.O,271824,Delivery,Mahasi,Bahraich,UTTAR PRADESH
Mihinpurwa S.O,271855,Delivery,Nanpara,Bahraich,UTTAR PRADESH
Bisheswarganj S.O,271821,Delivery,Payagpur ,Shrawasti,UTTAR PRADESH
Fakharpur S.O,271902,Delivery,Kaiserganj,Bahraich,UTTAR PRADESH
Gilaula S.O,271835,Delivery,Ikauna,Shrawasti,UTTAR PRADESH
Kaiserganj S.O,271903,Delivery,Kaiserganj,Bahraich,UTTAR PRADESH
Barnapur S.O,271825,Delivery,Mahasi Tahsil,Bahraich,UTTAR PRADESH
Kalpipara S.O,271802,Delivery,Bahraich,Bahraich,UTTAR PRADESH
Nanpara S.O,271865,Delivery,Nanpara,Bahraich,UTTAR PRADESH
Risia S.O,271875,Delivery,Nanpara,Bahraich,UTTAR PRADESH
Garhmalpur S.O,221709,Delivery,Sikanderpur,Ballia,UTTAR PRADESH
Majhua S.O,277403,Delivery,Ballia,Ballia,UTTAR PRADESH
Ratsar S.O,277123,Delivery,Ballia,Ballia,UTTAR PRADESH
Sahatwar S.O,277211,Delivery,Bansdih,Ballia,UTTAR PRADESH
Bilthra Road RS S.O,221715,Delivery,Bilthra Road,Ballia,UTTAR PRADESH
Dubey Chhapra S.O,277205,Delivery,Bairia,Ballia,UTTAR PRADESH
Karanchhapa S.O,277214,Delivery,Bairia,Ballia,UTTAR PRADESH
Bansdih Road S.O,277203,Delivery,Ballia,Ballia,UTTAR PRADESH
Haldi S.O (Ballia),277402,Delivery,Ballia,Ballia,UTTAR PRADESH
Narhi S.O,277502,Delivery,Ballia,Ballia,UTTAR PRADESH
Sukhpura S.O,277304,Delivery,Bansdih,Ballia,UTTAR PRADESH
Bairia S.O (Ballia),277201,Delivery,NA,Ballia,UTTAR PRADESH
Ballia H.O,277001,Delivery,Ballia,Ballia,UTTAR PRADESH
Kheosar S.O,277219,Delivery,Bansdih,Ballia,UTTAR PRADESH
Nagra S.O (Ballia),221711,Delivery,Rasra,Ballia,UTTAR PRADESH
Phehpana S.O,277503,Delivery,Ballia,Ballia,UTTAR PRADESH
Raniganj Bazar S.O,277208,Delivery,Bairia,Ballia,UTTAR PRADESH
Sikanderpur S.O (Ballia),277303,Delivery,Sikanderpur,Ballia,UTTAR PRADESH
Basantpur S.O (Ballia),277301,Delivery,Ballia,Ballia,UTTAR PRADESH
Chilkahar S.O,221701,Delivery,Rasra,Ballia,UTTAR PRADESH
Dallan Chhapra S.O,277204,Delivery,Bairia,Ballia,UTTAR PRADESH
Khandwa S.O,221718,Delivery,Bilthra Road,Ballia,UTTAR PRADESH
Korantadih S.O,277501,Delivery,Ballia,Ballia,UTTAR PRADESH
Nawanagar S.O (Ballia),221717,Delivery,Sikanderpur,Ballia,UTTAR PRADESH
Rasra H.O,221712,Delivery,Rasra,Ballia,UTTAR PRADESH
Bansdih S.O,277202,Delivery,Bansdih,Ballia,UTTAR PRADESH
Bharsar S.O,277401,Delivery,Ballia,Ballia,UTTAR PRADESH
Garwar S.O,277121,Delivery,Ballia,Ballia,UTTAR PRADESH
Kharasara S.O,277302,Delivery,Sikanderpur,Ballia,UTTAR PRADESH
Reoti S.O,277209,Delivery,Bansdih,Ballia,UTTAR PRADESH
Sohaon S.O,277504,Delivery,Rasra,Ballia,UTTAR PRADESH
Chhata S.O (Ballia),277210,Delivery,Ballia,Ballia,UTTAR PRADESH
Kidihirapur S.O,221716,Delivery,Bilthra Road,Ballia,UTTAR PRADESH
Lalganj (Ballia) S.O,277216,Delivery,Bairia,Ballia,UTTAR PRADESH
Pur S.O (Ballia),277124,Delivery,Sikanderpur,Ballia,UTTAR PRADESH
Sagarpali S.O,277506,Delivery,Ballia,Ballia,UTTAR PRADESH
Chitbaragaon S.O,221713,Delivery,Ballia,Ballia,UTTAR PRADESH
Maniar S.O,277207,Delivery,Bansdih,Ballia,UTTAR PRADESH
V.B.Narayanpur S.O,277213,Delivery,Bansdih,Ballia,UTTAR PRADESH
Asnahra S.O,272194,Delivery,Bhanpur,Basti,UTTAR PRADESH
Bansi H.O,272153,Delivery,Basti,Basti,UTTAR PRADESH
Captainganj S.O (Basti),272131,Delivery,Harraiya,Basti,UTTAR PRADESH
Dudhara S.O,272125,Delivery,Basti Sadar,Basti,UTTAR PRADESH
Harraiya S.O,272155,Delivery,Harraiya,Basti,UTTAR PRADESH
Menhdawal S.O,272271,Delivery,Menhdawal,Sant Kabir Nagar,UTTAR PRADESH
Parasrampur S.O,272130,Delivery,Harraiya,Basti,UTTAR PRADESH
Babhnan S.O,272161,Delivery,Basti,Basti,UTTAR PRADESH
Gaur Rs S.O,272163,Delivery,Harraiya,Basti,UTTAR PRADESH
Itwa S.O,272192,Delivery,Itwa,Siddharthnagar,UTTAR PRADESH
Nagar Bazar S.O,272302,Delivery,Basti Sadar,Basti,UTTAR PRADESH
Saltauwa S.O,272190,Delivery,Bhanpur,Basti,UTTAR PRADESH
Semariyawan S.O,272126,Delivery,Basti Sadar,Basti,UTTAR PRADESH
Amorha S.O,272127,Delivery,Harraiya,Basti,UTTAR PRADESH
Daldala S.O,272152,Delivery,Bansi,Siddharthnagar,UTTAR PRADESH
Ganpatganj S.O (Sant Kabir Nagar),272176,Delivery,Dhanghata,Sant Kabir Nagar,UTTAR PRADESH
Hallaur S.O (Siddharthnagar),272191,Delivery,Domariaganj,Siddharthnagar,UTTAR PRADESH
Hanumanganj S.O (Basti),272150,Delivery,Rudhauli,Basti,UTTAR PRADESH
Lalganj (Basti) S.O,272171,Delivery,Basti Sadar,Basti,UTTAR PRADESH
Maghar S.O,272173,Delivery,Khalilabad,Sant Kabir Nagar,UTTAR PRADESH
Munderwa S.O,272170,Delivery,Basti Sadar,Basti,UTTAR PRADESH
Purani Basti S.O (Basti),272002,Delivery,Basti Sadar,Basti,UTTAR PRADESH
Shankarpur S.O,272129,Delivery,Harraiya,Basti,UTTAR PRADESH
Banpur S.O (Basti),272177,Delivery,Basti,Basti,UTTAR PRADESH
Birdpur S.O,272202,Delivery,Naugarh,Siddharthnagar,UTTAR PRADESH
Paikolia S.O,272181,Delivery,Harraiya,Basti,UTTAR PRADESH
Bakhira S.O,272199,Delivery,Khalilabad,Sant Kabir Nagar,UTTAR PRADESH
Barhni S.O,272201,Delivery,Basti,Basti,UTTAR PRADESH
Udairajganj S.O,272204,Delivery,Shohratgarh,Siddharthnagar,UTTAR PRADESH
Walterganj S.O,272182,Delivery,Basti East,Basti,UTTAR PRADESH
Bhanwapur S.O,272193,Delivery,Itwa,Siddharthnagar,UTTAR PRADESH
Bishesharganj S.O,272128,Delivery,Harraiya,Basti,UTTAR PRADESH
Dharamsinghwa S.O,272154,Delivery,Menhdawal,Sant Kabir Nagar,UTTAR PRADESH
Hariharpur S.O,272164,Delivery,Dhanghata,Sant Kabir Nagar,UTTAR PRADESH
Sheopatinagar S.O,272206,Delivery,Naugarh,Siddharthnagar,UTTAR PRADESH
Uska Bazar S.O,272208,Delivery,Naugarh,Siddharthnagar,UTTAR PRADESH
Bankati Bazar S.O,272123,Delivery,Basti,Basti,UTTAR PRADESH
Basti H.O,272001,Delivery,Basti,Basti,UTTAR PRADESH
Dhanghata S.O,272162,Delivery,Dhanghata,Sant Kabir Nagar,UTTAR PRADESH
Kalwari S.O (Basti),272301,Delivery,Basti,Basti,UTTAR PRADESH
Mahson S.O,272124,Delivery,Basti Sadar,Basti,UTTAR PRADESH
Naugarh S.O (Siddharthnagar),272203,Delivery,Naugarh,Siddharthnagar,UTTAR PRADESH
Shoharatgarh S.O,272205,Delivery,Shoharatgarh,Siddharthnagar,UTTAR PRADESH
Bayara S.O,272195,Delivery,Domariaganj,Siddharthnagar,UTTAR PRADESH
Domariaganj S.O,272189,Delivery,Domariaganj,Siddharthnagar,UTTAR PRADESH
Hainsar Bazar S.O,272165,Delivery,Dhanghata,Sant Kabir Nagar,UTTAR PRADESH
Khalilabad S.O,272175,Delivery,Khalilabad,Sant Kabir Nagar,UTTAR PRADESH
Mahuli S.O (Sant Kabir Nagar),272172,Delivery,Dhanghata,Sant Kabir Nagar,UTTAR PRADESH
Rayath S.O,272148,Delivery,Rudhauli,Basti,UTTAR PRADESH
Rudranagar S.O,272151,Delivery,Rudhauli,Basti,UTTAR PRADESH
Santha S.O,272270,Delivery,Menhdawal,Sant Kabir Nagar,UTTAR PRADESH
Tetari Bazar S.O,272207,Delivery,Naugarh,Siddharthnagar,UTTAR PRADESH
Bankata S.O,274704,Delivery,Bhatpar Rani,Deoria,UTTAR PRADESH
Bhaluani S.O,274182,Delivery,NA,Deoria,UTTAR PRADESH
Captainganj S.O (Kushinagar),274301,Delivery,Hata,Kushinagar,UTTAR PRADESH
Fazilnagar S.O,274401,Delivery,NA,Kushinagar,UTTAR PRADESH
Hetimpur S.O,274206,Delivery,NA,Kushinagar,UTTAR PRADESH
Laxmiganj S.O,274306,Delivery,Padrauna,Kushinagar,UTTAR PRADESH
Paina S.O,274604,Delivery,Barhaj,Deoria,UTTAR PRADESH
Pindi S.O,274508,Delivery,NA,Deoria,UTTAR PRADESH
Kushinagar S.O,274403,Delivery,Kasia,Kushinagar,UTTAR PRADESH
Lar Road S.O,274505,Delivery,NA,Deoria,UTTAR PRADESH
Sant Vinoba Marg S.O,274807,Delivery,Deoria,Deoria,UTTAR PRADESH
Baitalpur S.O,274201,Delivery,NA,Deoria,UTTAR PRADESH
Chhitauni S.O,274801,Delivery,NA,Kushinagar,UTTAR PRADESH
Deoria H.O,274001,Delivery,NA,Deoria,UTTAR PRADESH
Deoria Railway Station S.O,274806,Delivery,deoria,Deoria,UTTAR PRADESH
Kasia S.O,274402,Delivery,NA,Kushinagar,UTTAR PRADESH
Seorahi S.O,274406,Delivery,NA,Kushinagar,UTTAR PRADESH
Bhatpar Rani S.O,274702,Delivery,NA,Deoria,UTTAR PRADESH
Madanpur S.O (Deoria),274205,Delivery,NA,Deoria,UTTAR PRADESH
Majhauli Raj S.O,274506,Delivery,Salempur,Deoria,UTTAR PRADESH
Sukrauli S.O,274207,Delivery,NA,Kushinagar,UTTAR PRADESH
Bodarwar S.O,274149,Delivery,NA,Kushinagar,UTTAR PRADESH
Dudhai S.O,274302,Delivery,NA,Kushinagar,UTTAR PRADESH
Gauri Bazar S.O,274202,Delivery,Deoria Sadar,Deoria,UTTAR PRADESH
Ghanti S.O,274705,Delivery,Bhatpar Rani,Deoria,UTTAR PRADESH
Kath Kuiyan S.O,274303,Delivery,Padrauna,Kushinagar,UTTAR PRADESH
Khukhundoo S.O,274501,Delivery,NA,Deoria,UTTAR PRADESH
Padrauna H.O,274304,Delivery,NA,Kushinagar,UTTAR PRADESH
Saraon S.O,274208,Delivery,Rudrapur,Deoria,UTTAR PRADESH
Bhagalpur S.O,274602,Delivery,NA,Deoria,UTTAR PRADESH
Gaura Jai Nagar S.O,274603,Delivery,Barhaj,Deoria,UTTAR PRADESH
Lar S.O,274502,Delivery,Salempur,Deoria,UTTAR PRADESH
Paratappur S.O,274703,Delivery,Bhatpar Rani,Deoria,UTTAR PRADESH
Patherdewa S.O,274404,Delivery,Deoria,Deoria,UTTAR PRADESH
Salaempur S.O,274509,Delivery,Salempur,Deoria,UTTAR PRADESH
Tamkuhi S.O,274407,Delivery,NA,Kushinagar,UTTAR PRADESH
Hata S.O,274203,Delivery,NA,Kushinagar,UTTAR PRADESH
Raja Bazar Khadda S.O,274802,Delivery,Padrauna,Kushinagar,UTTAR PRADESH
Ramkola S.O,274305,Delivery,Padrauna,Kushinagar,UTTAR PRADESH
Rampur S.O (Deoria),274405,Delivery,Deoria,Deoria,UTTAR PRADESH
Tarya Sujan S.O,274409,Delivery,NA,Kushinagar,UTTAR PRADESH
Barhaj S.O,274601,Delivery,NA,Deoria,UTTAR PRADESH
Bhatni S.O,274701,Delivery,Bhatpsar Rani,Deoria,UTTAR PRADESH
Chakara Gosai S.O,274808,Delivery,Salempur,Deoria,UTTAR PRADESH
Rudrapur S.O (Deoria),274204,Delivery,NA,Deoria,UTTAR PRADESH
Tarkulwa S.O,274408,Delivery,NA,Deoria,UTTAR PRADESH
Gaura Chawki S.O,271312,Delivery,Mankapur,Gonda,UTTAR PRADESH
Katra Bazar S.O (Gonda),271503,Delivery,Colonelganj,Gonda,UTTAR PRADESH
Kauria S.O,271122,Delivery,Gonda,Gonda,UTTAR PRADESH
Khorasha S.O,271123,Delivery,Gonda,Gonda,UTTAR PRADESH
Mahrajganj S.O (Balrampur),271205,Delivery,Tulsipur,Balrampur,UTTAR PRADESH
Mankapur Bazar S.O,271302,Delivery,Mankapur,Gonda,UTTAR PRADESH
Paraspur S.O,271504,Delivery,Gonda,Gonda,UTTAR PRADESH
Purani Bazar Pachperwa S.O,271215,Delivery,NA,Balrampur,UTTAR PRADESH
Shivpura S.O,271207,Delivery,Balrampur,Balrampur,UTTAR PRADESH
Balpur S.O,271125,Delivery,Colonelganj,Gonda,UTTAR PRADESH
Nawabganj S F S.O,271304,Delivery,Tarabganj,Gonda,UTTAR PRADESH
Pure Shivdayal Ganj S.O,271319,Delivery,Tarabganj,Gonda,UTTAR PRADESH
Tulsipur S.O,271208,Delivery,Tulsipur,Balrampur,UTTAR PRADESH
B.B..Singh S.O,271126,Delivery,Cononel Ganj,Gonda,UTTAR PRADESH
Bargadi Kot S.O,271311,Delivery,Colonelganj ,Gonda,UTTAR PRADESH
Colonelganj S.O (Gonda),271502,Delivery,Colonelganj,Gonda,UTTAR PRADESH
Dhaneypur S.O,271602,Delivery,Gonda,Gonda,UTTAR PRADESH
Babhnan Sugar Factory S.O,271313,Delivery,Mankapur,Gonda,UTTAR PRADESH
Begamganj S.O,271402,Delivery,Tarabganj,Gonda,UTTAR PRADESH
Gonda H.O,271001,Delivery,Gonda,Gonda,UTTAR PRADESH
Iti Mankapur S.O,271308,Delivery,Mankapur ,Gonda,UTTAR PRADESH
Maskanwa Rs S.O,271305,Delivery,Mankapur,Gonda,UTTAR PRADESH
Pachperwa S.O,271206,Delivery,Tulsipur,Balrampur,UTTAR PRADESH
Rehra Bazar S.O,271306,Delivery,Utraula,Balrampur,UTTAR PRADESH
Sriduttganj S.O,271607,Delivery,Utraula,Balrampur,UTTAR PRADESH
Wazeerganj S.O,271124,Delivery,Tarab Ganj,Gonda,UTTAR PRADESH
Balrampur H.O,271201,Delivery,Balrampur,Balrampur,UTTAR PRADESH
Chandapur S.O (Gonda),271129,Delivery,Mankapur,Gonda,UTTAR PRADESH
Nawabganj S.O (Gonda),271303,Delivery,Tarabganj,Gonda,UTTAR PRADESH
Srinagar S.O (Gonda),271603,Delivery,Gonda,Gonda,UTTAR PRADESH
Utraula S.O,271604,Delivery,NA,Balrampur,UTTAR PRADESH
Bargaon (Gonda) S.O,271002,Delivery,Gonda,Gonda,UTTAR PRADESH
Gainsari S.O,271210,Delivery,Tulsipur,Balrampur,UTTAR PRADESH
Intyathok S.O,271202,Delivery,Gonda,Gonda,UTTAR PRADESH
Jaiprabha Gram S.O,271209,Delivery,Gonda ,Gonda,UTTAR PRADESH
Bankatwa Dehat S.O,271310,Delivery,Gonda ,Gonda,UTTAR PRADESH
Belser S.O,271401,Delivery,Tarabganj,Gonda,UTTAR PRADESH
Bishunpur Bairiya S.O,271601,Delivery,Gonda ,Gonda,UTTAR PRADESH
Khargoopur S.O,271204,Delivery,NA,Gonda,UTTAR PRADESH
Motiganj S.O (Gonda),271301,Delivery,Mankapur ,Gonda,UTTAR PRADESH
Sadullanagar S.O,271307,Delivery,Utraula,Balrampur,UTTAR PRADESH
Tarabganj S.O,271403,Delivery,Tarabganj,Gonda,UTTAR PRADESH
Bus Station S.O (Gonda),271003,Delivery,Gonda ,Gonda,UTTAR PRADESH
Chamrupur S.O,271609,Delivery,Utraula,Balrampur,UTTAR PRADESH
D.P.Ghat S.O,271309,Delivery,Tarabganj,Gonda,UTTAR PRADESH
Jarwa S.O,271203,Delivery,Tulsipur,Balrampur,UTTAR PRADESH
